record_id,year,state,district,agro_climatic_region,crop,season,annual_rainfall_mm,rainfall_anomaly_pct,avg_temperature_c,max_temperature_c,min_temperature_c,temperature_anomaly_c,humidity_pct,soil_moisture_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,irrigation_pct,hot_days,consecutive_dry_days,heavy_rain_days,cultivated_area_ha,drought_risk_score,drought_risk,heat_risk_score,heat_risk,flood_risk_score,flood_risk,overall_climate_risk_score,overall_climate_risk,yield_tonnes_per_ha,production_tonnes
722,2008,Maharashtra,Thane,Konkan,Soybean,Kharif,3279.2,31.2,27.1,34.25,16.93,0.1,88.2,68.2,6.18,312.4,14.8,433.6,31.2,7,0,18,2361.7,0.0,Low,5.2,Low,100.0,High,26.7,Low,0.08,188.9
723,2013,Maharashtra,Washim,Vidarbha,Cotton,Kharif,827.0,-12.9,25.74,35.1,19.89,-1.26,61.1,44.9,5.81,260.8,19.1,328.8,32.6,29,22,8,12276.8,5.5,Low,22.3,Low,18.0,Low,14.2,Low,0.258,3166.2
724,2003,Maharashtra,Chandrapur,Vidarbha,Wheat,Rabi,856.9,-9.8,28.14,34.04,20.42,1.14,54.5,56.4,7.14,387.0,22.7,248.2,33.8,0,27,4,8365.6,6.8,Low,0.0,Low,25.9,Low,9.3,Low,0.239,2000.3
725,2024,Maharashtra,Raigad,Konkan,Rice,Kharif,2720.0,8.8,27.18,39.74,20.79,0.18,76.2,67.1,7.06,160.2,25.1,374.2,41.7,45,0,15,3143.6,0.0,Low,59.8,Medium,80.1,High,39.8,Medium,0.428,1343.9
726,2019,Maharashtra,Washim,Vidarbha,Soybean,Kharif,886.7,-6.7,27.09,36.6,14.65,0.09,66.3,46.3,7.76,218.6,20.9,215.0,58.7,39,4,3,9433.1,1.0,Low,38.0,Medium,6.8,Low,14.7,Low,0.755,7124.1
727,2008,Maharashtra,Nandurbar,Khandesh,Cotton,Kharif,797.2,10.7,27.53,35.84,19.63,0.03,49.5,38.0,6.65,204.8,26.2,264.5,30.2,4,25,6,2721.7,6.2,Low,7.6,Low,13.5,Low,8.5,Low,0.257,698.4
728,2007,Maharashtra,Ahmednagar,Western Maharashtra,Rice,Kharif,692.7,-13.4,26.3,34.88,19.76,0.8,63.6,24.6,7.38,262.3,27.7,146.8,49.5,26,30,4,9792.3,33.4,Low,19.5,Low,9.0,Low,22.7,Low,1.13,11062.5
729,2001,Maharashtra,Osmanabad,Marathwada,Wheat,Rabi,654.8,-6.5,28.99,36.0,18.4,1.99,58.2,57.0,6.45,158.3,5.0,251.5,45.3,18,27,6,3404.7,6.8,Low,19.0,Low,13.5,Low,12.5,Low,0.122,416.2
730,2005,Maharashtra,Palghar,Konkan,Rice,Kharif,3236.8,29.5,26.38,36.43,18.11,-0.62,69.3,51.9,7.26,182.1,40.5,311.5,13.9,28,0,21,1545.7,0.0,Low,28.8,Low,100.0,High,34.5,Medium,0.135,209.4
731,2019,Maharashtra,Chandrapur,Vidarbha,Wheat,Rabi,1143.5,20.4,26.31,36.16,16.41,-0.69,42.3,44.4,6.92,215.7,58.2,254.8,50.4,15,23,7,8379.0,5.8,Low,17.7,Low,61.3,Medium,23.6,Low,0.145,1219.0
732,2023,Maharashtra,Hingoli,Marathwada,Maize,Kharif,803.1,14.7,27.47,33.92,21.07,0.47,56.0,61.8,6.12,294.5,17.1,419.2,44.5,6,0,6,1083.1,0.0,Low,4.5,Low,13.5,Low,4.9,Low,2.41,2610.1
733,2009,Maharashtra,Raigad,Konkan,Rice,Kharif,2227.0,-10.9,28.07,35.47,21.43,1.07,95.0,62.6,6.43,159.9,5.0,239.4,54.6,25,0,14,2117.8,0.0,Low,21.4,Low,57.0,Medium,21.3,Low,0.85,1799.3
734,2004,Maharashtra,Ratnagiri,Konkan,Wheat,Rabi,1960.9,-21.6,24.8,31.96,19.39,-2.2,68.8,49.8,6.62,226.9,28.3,384.0,9.5,0,0,12,23613.4,0.0,Low,0.0,Low,100.0,High,25.0,Low,0.08,1889.1
735,2001,Maharashtra,Chandrapur,Vidarbha,Rice,Kharif,1059.8,11.6,27.34,38.16,21.57,0.34,59.9,38.0,7.51,227.7,21.2,318.9,17.0,36,15,8,1612.5,6.0,Low,44.4,Medium,18.0,Low,21.7,Low,1.521,2452.6
736,2002,Maharashtra,Washim,Vidarbha,Rice,Kharif,959.2,1.0,24.28,30.24,17.85,-2.72,66.5,45.7,6.64,383.3,23.0,317.3,38.3,0,33,7,3259.5,15.5,Low,0.0,Low,15.7,Low,10.4,Low,1.398,4555.7
737,2024,Maharashtra,Wardha,Vidarbha,Cotton,Kharif,891.6,-6.1,28.48,34.76,21.72,1.48,56.6,45.5,7.16,347.6,19.4,164.7,49.2,17,14,5,3055.4,3.5,Low,12.8,Low,11.2,Low,8.5,Low,0.295,900.5
738,2007,Maharashtra,Jalgaon,Khandesh,Cotton,Kharif,839.1,16.5,27.47,33.28,19.6,-0.03,52.4,49.7,7.11,242.2,16.7,424.2,52.4,0,27,2,8599.7,6.8,Low,0.0,Low,4.5,Low,4.0,Low,0.28,2404.2
739,2022,Maharashtra,Bhandara,Vidarbha,Wheat,Rabi,875.8,-7.8,26.89,38.98,19.86,-0.11,71.9,63.6,6.45,223.0,19.1,356.4,17.5,28,24,9,7215.1,6.0,Low,42.9,Medium,39.1,Medium,26.4,Low,0.305,2201.3
740,2024,Maharashtra,Jalna,Marathwada,Maize,Kharif,772.2,10.3,27.21,37.43,19.75,0.21,60.2,52.8,6.64,311.4,40.0,182.8,21.9,20,11,6,4658.7,2.8,Low,28.4,Low,13.5,Low,13.9,Low,2.36,10996.4
741,2006,Maharashtra,Hingoli,Marathwada,Cotton,Kharif,555.3,-20.7,27.01,36.06,20.26,0.01,65.9,40.7,6.83,218.0,10.8,253.2,6.4,12,31,7,2672.4,17.8,Low,14.8,Low,15.7,Low,16.3,Low,0.166,443.2
742,2015,Maharashtra,Osmanabad,Marathwada,Maize,Kharif,500.1,-28.6,27.23,33.43,20.92,0.23,49.9,40.8,7.43,277.2,26.6,418.3,27.1,20,51,4,9124.4,24.6,Low,15.0,Low,9.0,Low,17.5,Low,1.89,17242.7
743,2018,Maharashtra,Thane,Konkan,Wheat,Rabi,2418.0,-3.3,26.45,35.46,17.79,-0.55,84.6,61.9,7.82,243.1,21.8,295.3,56.0,30,0,16,4865.4,0.0,Low,25.0,Low,100.0,High,33.3,Low,0.08,389.2
744,2015,Maharashtra,Ratnagiri,Konkan,Rice,Kharif,2339.2,-6.4,26.88,37.33,19.53,-0.12,79.7,49.4,6.53,218.3,25.4,285.2,51.1,32,0,13,1426.0,0.0,Low,36.8,Medium,59.5,Medium,27.0,Low,0.702,1000.8
745,2002,Maharashtra,Akola,Vidarbha,Sugarcane,Annual,808.7,-14.9,25.21,34.11,15.43,-1.79,62.1,44.9,6.29,444.4,43.3,274.8,75.8,8,27,3,5153.4,24.4,Low,6.0,Low,6.8,Low,13.9,Low,22.531,116112.8
746,2022,Maharashtra,Akola,Vidarbha,Rice,Kharif,854.3,-10.1,26.66,32.9,20.18,-0.34,61.7,33.7,7.59,140.4,23.5,507.6,0.0,5,38,8,4908.0,22.0,Low,3.8,Low,18.0,Low,15.0,Low,1.46,7167.1
747,2018,Maharashtra,Mumbai Suburban,Konkan,Soybean,Kharif,2126.2,-15.0,27.7,33.95,18.44,0.7,69.1,63.3,7.01,240.4,43.8,172.5,24.7,24,0,13,5262.3,0.0,Low,18.0,Low,100.0,High,30.9,Low,0.08,421.0
748,2007,Maharashtra,Hingoli,Marathwada,Soybean,Kharif,753.4,7.6,27.8,38.04,21.32,0.8,54.9,46.7,7.56,253.6,36.9,304.3,0.0,33,10,6,1428.7,2.5,Low,41.5,Medium,13.5,Low,18.1,Low,0.614,877.8
749,2009,Maharashtra,Satara,Western Maharashtra,Wheat,Rabi,813.7,1.7,24.84,33.59,15.28,-0.66,55.1,57.9,7.46,162.7,37.1,372.8,46.0,18,27,2,2622.4,6.8,Low,13.5,Low,17.1,Low,11.6,Low,0.886,2324.7
750,2025,Maharashtra,Jalna,Marathwada,Soybean,Kharif,783.7,12.0,27.94,37.17,18.33,0.94,66.2,47.8,6.43,157.2,31.6,482.0,15.4,21,10,0,3539.5,2.5,Low,27.7,Low,0.0,Low,10.2,Low,0.64,2265.0
751,2001,Maharashtra,Parbhani,Marathwada,Cotton,Kharif,689.4,-1.5,26.38,35.74,15.81,-0.62,49.6,38.3,6.46,170.0,20.7,193.4,45.6,30,36,11,2912.8,9.0,Low,26.6,Low,24.8,Low,18.7,Low,0.225,656.1
752,2021,Maharashtra,Aurangabad,Marathwada,Wheat,Rabi,515.9,-26.3,27.25,36.05,19.24,0.25,55.8,44.3,8.04,273.9,38.9,142.8,21.6,22,36,4,1578.7,9.0,Low,22.3,Low,9.0,Low,13.4,Low,0.353,557.5
753,2008,Maharashtra,Yavatmal,Vidarbha,Cotton,Kharif,928.0,-2.3,26.81,33.39,18.46,-0.19,57.7,54.2,7.76,297.3,24.0,231.6,41.8,1,15,5,6085.9,3.8,Low,0.8,Low,11.2,Low,4.6,Low,0.246,1499.1
754,2015,Maharashtra,Gadchiroli,Vidarbha,Soybean,Kharif,995.4,4.8,29.35,43.64,23.37,2.35,52.8,57.7,7.58,344.5,30.9,319.9,31.9,72,8,5,1106.1,2.0,Low,92.5,High,15.5,Low,35.2,Medium,0.551,609.1
755,2017,Maharashtra,Nagpur,Vidarbha,Maize,Kharif,993.9,4.6,28.26,36.16,20.6,1.26,56.5,60.6,7.84,209.5,30.7,270.6,34.4,24,0,7,6618.5,0.0,Low,24.4,Low,19.9,Low,13.0,Low,1.324,8762.4
756,2007,Maharashtra,Chandrapur,Vidarbha,Rice,Kharif,1290.3,35.8,28.04,34.91,21.19,1.04,56.3,47.5,7.07,248.7,34.5,345.4,44.0,18,4,7,1385.9,1.0,Low,13.5,Low,15.7,Low,8.8,Low,1.63,2258.7
757,2003,Maharashtra,Hingoli,Marathwada,Maize,Kharif,685.5,-2.1,26.51,34.24,15.3,-0.49,55.7,43.5,6.98,272.2,10.3,398.4,54.4,9,22,5,2605.3,5.5,Low,6.8,Low,11.2,Low,7.4,Low,2.647,6897.5
758,2011,Maharashtra,Bhandara,Vidarbha,Soybean,Kharif,857.8,-9.7,27.53,38.15,19.04,0.53,56.7,32.2,7.67,277.5,32.9,284.8,17.9,25,31,9,2922.8,7.8,Low,36.1,Medium,20.2,Low,20.2,Low,0.663,1938.0
759,2002,Maharashtra,Satara,Western Maharashtra,Soybean,Kharif,782.1,-2.2,22.75,33.45,14.93,-2.75,59.4,44.3,6.73,221.2,29.9,336.9,12.8,15,23,2,2444.2,5.8,Low,11.2,Low,4.5,Low,7.3,Low,0.321,784.5
760,2004,Maharashtra,Palghar,Konkan,Cotton,Kharif,2803.4,12.1,26.37,34.58,17.64,-0.63,73.6,57.6,7.68,337.3,15.0,347.8,18.6,12,0,16,8598.5,0.0,Low,9.0,Low,100.0,High,28.0,Low,0.08,687.9
761,2005,Maharashtra,Thane,Konkan,Sugarcane,Annual,2703.7,8.1,28.08,39.91,18.75,1.08,85.0,57.5,6.8,274.3,26.7,333.8,74.8,46,0,18,17791.4,0.0,Low,61.5,Medium,78.0,High,39.8,Medium,24.085,428503.4
762,2014,Maharashtra,Jalna,Marathwada,Wheat,Rabi,606.1,-13.4,27.57,39.76,21.62,0.57,65.9,52.9,7.2,396.5,29.5,495.8,42.4,47,19,1,7883.7,4.8,Low,61.5,Medium,2.2,Low,22.8,Low,0.52,4103.4
763,2004,Maharashtra,Jalgaon,Khandesh,Wheat,Rabi,688.1,-4.4,26.66,36.85,15.13,-0.84,38.5,64.4,8.11,344.8,19.9,259.4,29.8,17,8,3,1449.5,2.0,Low,22.9,Low,6.8,Low,10.1,Low,0.603,874.7
764,2004,Maharashtra,Raigad,Konkan,Soybean,Kharif,2784.4,11.4,27.0,34.48,18.88,-0.0,81.9,64.9,6.34,317.7,35.3,364.4,8.2,13,0,17,6692.5,0.0,Low,9.8,Low,100.0,High,28.2,Low,0.08,535.4
765,2025,Maharashtra,Nashik,Western Maharashtra,Soybean,Kharif,1017.8,27.2,25.98,34.6,19.04,0.48,55.3,66.1,6.33,376.3,37.1,328.9,45.6,22,15,10,5663.1,3.8,Low,16.5,Low,28.4,Low,14.1,Low,0.626,3544.1
766,2009,Maharashtra,Jalgaon,Khandesh,Soybean,Kharif,567.0,-21.2,27.41,36.82,19.33,-0.09,58.6,38.9,6.72,285.2,31.6,213.0,34.6,23,29,5,2887.8,13.3,Low,27.2,Low,11.2,Low,17.4,Low,0.721,2081.3
767,2012,Maharashtra,Parbhani,Marathwada,Sugarcane,Annual,1029.4,47.1,27.21,37.57,21.63,0.21,55.5,46.2,6.76,313.6,47.1,276.0,55.1,25,21,10,2197.2,12.7,Low,32.9,Low,22.5,Low,21.8,Low,47.741,104897.1
768,2019,Maharashtra,Osmanabad,Marathwada,Rice,Kharif,604.2,-13.7,30.44,37.34,21.79,3.44,60.7,50.9,6.51,212.2,33.4,352.0,18.3,33,54,3,950.2,38.4,Medium,37.6,Medium,6.8,Low,30.2,Low,0.649,616.5
769,2008,Maharashtra,Osmanabad,Marathwada,Soybean,Kharif,790.7,13.0,27.06,35.07,17.4,0.06,77.2,37.5,7.16,278.3,28.1,281.1,14.2,29,39,4,8406.7,9.8,Low,22.1,Low,9.0,Low,13.7,Low,0.699,5877.4
770,2003,Maharashtra,Jalna,Marathwada,Soybean,Kharif,871.7,24.5,27.02,38.02,20.49,0.02,47.8,57.8,6.35,247.0,23.6,304.2,35.7,29,17,7,8905.5,4.2,Low,38.4,Medium,15.7,Low,18.4,Low,0.714,6360.0
771,2002,Maharashtra,Yavatmal,Vidarbha,Wheat,Rabi,1101.7,16.0,30.15,37.24,21.85,3.15,65.3,63.7,7.91,236.4,27.4,344.7,27.3,37,0,10,1833.8,0.0,Low,40.1,Medium,63.9,Medium,29.2,Low,0.08,146.7
772,2006,Maharashtra,Pune,Western Maharashtra,Soybean,Kharif,745.1,-6.9,28.04,36.84,21.02,2.54,60.7,39.0,5.48,355.3,20.2,205.9,17.4,27,23,4,2921.1,5.8,Low,30.4,Low,9.0,Low,14.7,Low,0.652,1903.5
773,2017,Maharashtra,Yavatmal,Vidarbha,Sugarcane,Annual,1154.2,21.5,27.06,36.15,20.9,0.06,52.2,45.2,7.43,221.9,47.9,350.7,95.3,25,15,6,7940.7,5.4,Low,25.1,Low,13.5,Low,13.9,Low,54.356,431621.4
774,2024,Maharashtra,Ratnagiri,Konkan,Soybean,Kharif,2788.0,11.5,27.23,34.58,16.83,0.23,87.6,48.7,6.91,104.1,20.9,410.5,3.5,9,0,16,7883.9,0.0,Low,6.8,Low,100.0,High,27.2,Low,0.08,630.7
775,2006,Maharashtra,Sindhudurg,Konkan,Soybean,Kharif,3021.5,20.9,28.3,35.74,17.61,1.3,70.8,51.7,7.01,237.3,28.0,362.2,24.2,23,0,19,10358.7,0.0,Low,21.3,Low,100.0,High,32.0,Low,0.08,828.7
776,2024,Maharashtra,Washim,Vidarbha,Rice,Kharif,1177.7,24.0,29.49,36.61,21.68,2.49,60.1,51.3,7.27,173.9,38.7,256.3,52.6,20,13,8,3898.3,3.2,Low,23.9,Low,18.0,Low,13.7,Low,1.162,4529.6
777,2018,Maharashtra,Hingoli,Marathwada,Maize,Kharif,838.4,19.8,28.14,35.42,17.9,1.14,66.4,48.1,7.0,110.8,10.1,320.3,23.1,19,29,4,12099.2,7.2,Low,16.5,Low,9.0,Low,10.8,Low,1.191,14405.2
778,2020,Maharashtra,Sindhudurg,Konkan,Rice,Kharif,2020.7,-19.2,27.52,34.79,20.94,0.52,74.8,67.4,6.95,148.5,23.8,192.7,47.8,23,0,14,2507.0,0.0,Low,17.2,Low,48.2,Medium,17.8,Low,1.051,2635.5
779,2015,Maharashtra,Buldhana,Vidarbha,Wheat,Rabi,957.8,0.8,25.68,35.94,17.76,-1.32,55.2,60.1,7.81,197.9,20.6,338.6,24.9,33,18,5,3140.7,4.5,Low,29.9,Low,38.3,Medium,21.3,Low,0.464,1456.6
780,2019,Maharashtra,Sindhudurg,Konkan,Soybean,Kharif,2360.5,-5.6,28.8,39.73,19.4,1.8,67.2,60.9,7.66,221.9,11.4,300.1,39.0,42,0,13,2961.1,0.0,Low,57.5,Medium,100.0,High,44.0,Medium,0.08,236.9
781,2004,Maharashtra,Latur,Marathwada,Maize,Kharif,624.5,-10.8,26.27,33.25,18.53,-0.73,63.3,46.5,8.11,262.6,20.7,224.3,3.6,11,39,1,4578.1,10.9,Low,8.2,Low,2.2,Low,7.9,Low,1.958,8962.2
782,2002,Maharashtra,Akola,Vidarbha,Sugarcane,Annual,838.3,-11.8,24.5,33.54,16.18,-2.5,58.4,38.0,7.24,293.3,32.4,492.1,79.9,12,40,5,6315.9,26.3,Low,9.0,Low,11.2,Low,16.8,Low,19.119,120754.6
783,2015,Maharashtra,Nagpur,Vidarbha,Cotton,Kharif,1093.5,15.1,28.43,35.79,22.16,1.43,51.7,62.9,6.91,271.0,14.6,243.0,40.6,23,0,9,3022.5,0.0,Low,21.6,Low,26.7,Low,13.8,Low,0.233,705.4
784,2024,Maharashtra,Jalgaon,Khandesh,Rice,Kharif,692.8,-3.8,27.86,42.4,18.82,0.36,62.5,26.9,7.15,135.6,23.0,335.8,36.9,58,40,8,33460.6,33.6,Low,84.2,High,18.0,Low,46.4,Medium,0.903,30222.5
785,2018,Maharashtra,Ratnagiri,Konkan,Wheat,Rabi,2885.4,15.4,28.72,41.02,19.93,1.72,90.5,65.4,7.68,249.0,14.0,422.3,46.8,50,0,14,15210.3,0.0,Low,70.6,High,100.0,High,48.3,Medium,0.08,1216.8
786,2020,Maharashtra,Parbhani,Marathwada,Maize,Kharif,820.0,17.1,25.88,35.94,20.11,-1.12,55.6,49.8,6.89,203.8,28.3,314.2,14.4,22,30,7,6547.1,7.5,Low,21.6,Low,15.7,Low,14.2,Low,2.09,13685.8
787,2022,Maharashtra,Sindhudurg,Konkan,Rice,Kharif,1876.4,-24.9,27.83,35.79,20.63,0.83,84.7,66.1,7.11,279.6,32.9,416.2,56.8,28,0,14,24664.5,0.0,Low,25.4,Low,42.1,Medium,18.9,Low,1.597,39382.1
788,2010,Maharashtra,Osmanabad,Marathwada,Rice,Kharif,780.8,11.5,26.47,38.3,19.9,-0.53,62.5,31.5,5.91,260.1,5.7,503.7,47.5,30,30,6,6917.2,23.6,Low,40.7,Medium,13.5,Low,26.7,Low,1.315,9095.2
789,2011,Maharashtra,Kolhapur,Western Maharashtra,Maize,Kharif,947.9,18.5,26.66,37.58,15.38,1.16,63.8,59.3,6.15,130.0,48.1,316.3,22.8,31,29,5,1148.9,7.2,Low,37.4,Medium,12.0,Low,18.4,Low,1.887,2168.3
790,2007,Maharashtra,Jalgaon,Khandesh,Sugarcane,Annual,714.9,-0.7,28.76,35.94,19.61,1.26,44.8,34.1,6.6,250.5,28.7,383.6,100.0,18,25,6,2858.4,28.2,Low,18.7,Low,13.5,Low,21.4,Low,46.482,132865.5
791,2024,Maharashtra,Buldhana,Vidarbha,Soybean,Kharif,1035.1,9.0,28.79,41.04,19.16,1.79,69.9,52.1,7.37,312.2,32.6,384.6,26.2,59,4,10,3325.2,1.0,Low,77.5,High,29.7,Low,33.4,Low,0.497,1653.6
792,2003,Maharashtra,Amravati,Vidarbha,Sugarcane,Annual,869.2,-8.5,27.37,36.4,19.87,0.37,43.9,34.1,7.65,275.2,36.2,363.6,69.3,27,35,8,1146.7,23.6,Low,28.0,Low,18.0,Low,23.6,Low,41.34,47404.0
793,2019,Maharashtra,Raigad,Konkan,Soybean,Kharif,3297.0,31.9,28.15,36.47,20.03,1.15,73.6,66.4,6.39,326.4,25.8,361.5,56.0,18,0,25,4130.3,0.0,Low,21.6,Low,100.0,High,32.1,Low,0.08,330.4
794,2021,Maharashtra,Jalgaon,Khandesh,Maize,Kharif,954.6,32.6,28.38,36.77,19.42,0.88,55.1,48.1,7.43,228.3,27.3,327.2,45.8,30,24,6,3359.6,6.0,Low,32.2,Low,14.8,Low,16.8,Low,1.744,5857.7
795,2021,Maharashtra,Yavatmal,Vidarbha,Soybean,Kharif,774.9,-18.4,28.15,37.71,17.83,1.15,71.0,51.5,6.29,176.3,34.3,371.2,36.9,38,27,8,3457.2,6.8,Low,43.4,Medium,18.0,Low,21.7,Low,0.605,2092.4
796,2020,Maharashtra,Washim,Vidarbha,Rice,Kharif,789.4,-16.9,29.37,38.49,20.6,2.37,59.4,38.6,5.2,200.8,28.3,149.7,52.7,30,36,6,3936.6,24.7,Low,41.7,Medium,13.5,Low,27.5,Low,0.966,3801.8
797,2011,Maharashtra,Raigad,Konkan,Cotton,Kharif,2274.5,-9.0,26.52,34.11,22.06,-0.48,85.2,64.4,5.81,248.1,24.3,209.1,8.4,6,0,14,3130.7,0.0,Low,4.5,Low,100.0,High,26.5,Low,0.08,250.5
798,2007,Maharashtra,Amravati,Vidarbha,Cotton,Kharif,654.0,-31.2,26.53,41.26,19.84,-0.47,56.9,27.9,7.64,198.4,9.3,264.3,44.1,46,40,2,486.3,14.2,Low,68.9,High,4.5,Low,29.9,Low,0.178,86.7
799,2005,Maharashtra,Nandurbar,Khandesh,Wheat,Rabi,773.0,7.4,27.95,39.07,19.13,0.45,43.4,41.1,7.75,250.9,13.8,502.7,43.9,45,25,7,916.0,6.2,Low,56.1,Medium,24.3,Low,27.2,Low,0.273,249.7
800,2011,Maharashtra,Nagpur,Vidarbha,Cotton,Kharif,901.0,-5.2,27.69,35.26,19.04,0.69,50.0,50.9,6.84,337.5,36.2,336.5,77.5,15,27,5,3318.9,6.8,Low,12.7,Low,11.2,Low,9.8,Low,0.345,1143.9
801,2005,Maharashtra,Chandrapur,Vidarbha,Cotton,Kharif,1194.5,25.7,27.41,33.22,22.3,0.41,45.8,51.0,7.18,205.8,24.2,400.4,51.4,0,11,10,746.7,2.8,Low,0.0,Low,35.9,Medium,10.1,Low,0.222,166.1
802,2018,Maharashtra,Gondia,Vidarbha,Cotton,Kharif,1374.6,44.7,27.1,34.94,21.01,0.1,66.0,52.5,7.34,384.0,24.7,375.7,44.8,14,6,6,473.6,1.5,Low,10.5,Low,39.3,Medium,13.9,Low,0.191,90.4
803,2005,Maharashtra,Palghar,Konkan,Maize,Kharif,2136.8,-14.5,27.51,39.24,17.71,0.51,66.2,66.6,6.97,80.0,39.8,179.0,17.1,41,0,16,2772.2,0.0,Low,54.1,Medium,100.0,High,42.8,Medium,0.08,221.8
804,2003,Maharashtra,Ratnagiri,Konkan,Soybean,Kharif,3186.3,27.5,27.46,36.29,16.36,0.46,69.9,55.7,7.08,324.6,38.9,164.3,22.2,16,0,19,48538.5,0.0,Low,19.1,Low,100.0,High,31.3,Low,0.08,3883.1
805,2019,Maharashtra,Ratnagiri,Konkan,Soybean,Kharif,1887.8,-24.5,27.38,36.93,19.88,0.38,73.7,63.6,6.23,220.9,42.5,95.0,65.6,31,0,14,5606.2,0.0,Low,33.8,Low,100.0,High,36.2,Medium,0.08,448.5
806,2021,Maharashtra,Ratnagiri,Konkan,Cotton,Kharif,2678.9,7.2,28.47,39.13,18.28,1.47,76.3,75.0,6.64,255.9,24.0,177.7,33.7,46,0,14,6082.1,0.0,Low,57.2,Medium,100.0,High,43.9,Medium,0.08,486.6
807,2019,Maharashtra,Chandrapur,Vidarbha,Sugarcane,Annual,866.1,-8.8,30.55,39.16,20.14,3.55,51.4,34.4,7.22,221.7,28.2,358.1,77.9,29,21,6,5455.2,20.2,Low,44.6,Medium,13.5,Low,26.6,Low,58.812,320831.9
808,2019,Maharashtra,Wardha,Vidarbha,Wheat,Rabi,856.3,-9.9,27.57,37.94,18.74,0.57,49.7,58.9,6.38,224.9,34.6,422.5,40.8,32,27,8,27711.3,6.8,Low,40.2,Medium,34.9,Medium,24.8,Low,0.261,7225.9
809,2015,Maharashtra,Raigad,Konkan,Sugarcane,Annual,2764.9,10.6,26.84,34.6,20.16,-0.16,69.2,55.2,7.81,201.7,24.1,238.8,66.5,16,0,16,4593.1,0.0,Low,12.0,Low,75.9,High,22.9,Low,14.139,64940.4
810,2008,Maharashtra,Pune,Western Maharashtra,Soybean,Kharif,762.2,-4.7,25.76,34.99,16.97,0.26,62.9,44.0,7.16,208.4,24.3,290.1,16.7,16,26,7,15998.9,6.5,Low,12.0,Low,15.7,Low,10.6,Low,0.691,11061.4
811,2010,Maharashtra,Satara,Western Maharashtra,Sugarcane,Annual,821.0,2.6,25.7,33.6,18.87,0.2,67.7,27.3,7.28,347.1,13.9,252.7,89.0,0,46,9,2821.5,31.2,Low,0.0,Low,20.2,Low,18.2,Low,28.693,80957.6
812,2012,Maharashtra,Latur,Marathwada,Soybean,Kharif,708.0,1.1,29.7,37.91,23.6,2.7,60.5,41.9,6.83,238.7,22.8,289.5,19.8,26,37,8,3766.0,9.2,Low,35.5,Medium,18.0,Low,20.1,Low,0.474,1783.4
813,2010,Maharashtra,Satara,Western Maharashtra,Wheat,Rabi,783.3,-2.1,25.71,37.65,18.14,0.21,65.8,53.0,8.07,241.7,41.6,317.6,62.6,26,28,6,4221.5,7.0,Low,34.1,Medium,23.1,Low,20.0,Low,0.662,2795.7
814,2002,Maharashtra,Ahmednagar,Western Maharashtra,Cotton,Kharif,932.4,16.6,26.69,35.13,19.89,1.19,45.5,44.5,7.76,320.4,38.2,302.3,0.0,15,16,10,2542.4,4.0,Low,12.0,Low,22.5,Low,11.3,Low,0.278,705.5
815,2025,Maharashtra,Kolhapur,Western Maharashtra,Sugarcane,Annual,763.5,-4.6,25.57,28.78,17.47,0.07,70.9,43.4,6.09,258.2,33.7,250.0,84.8,0,38,7,3713.4,29.2,Low,0.0,Low,15.7,Low,16.2,Low,20.302,75390.5
816,2005,Maharashtra,Washim,Vidarbha,Maize,Kharif,784.0,-17.5,28.85,37.02,22.9,1.85,49.3,43.2,6.77,359.9,22.5,334.1,3.2,28,20,7,1241.1,5.0,Low,32.1,Low,15.7,Low,16.6,Low,1.624,2015.7
817,2002,Maharashtra,Nandurbar,Khandesh,Maize,Kharif,693.8,-3.6,27.92,39.19,21.65,0.42,59.4,46.4,7.39,252.3,28.1,222.7,7.3,42,16,6,3475.3,4.0,Low,54.5,Medium,13.5,Low,23.1,Low,1.557,5411.6
818,2014,Maharashtra,Jalna,Marathwada,Soybean,Kharif,638.6,-8.8,24.95,38.62,20.02,-2.05,56.2,40.5,7.64,284.1,21.8,255.2,25.5,25,41,6,2507.0,10.2,Low,38.6,Medium,13.5,Low,20.4,Low,0.608,1524.5
819,2017,Maharashtra,Parbhani,Marathwada,Sugarcane,Annual,623.4,-10.9,29.01,38.54,20.34,2.01,39.7,29.0,7.29,315.8,9.6,168.8,100.0,45,25,3,3681.0,33.5,Low,53.2,Medium,6.8,Low,33.3,Low,40.75,149999.1
820,2019,Maharashtra,Satara,Western Maharashtra,Cotton,Kharif,806.3,0.8,28.58,35.22,18.88,3.08,62.5,49.8,8.42,312.2,22.5,366.9,69.4,19,31,5,8193.0,7.8,Low,15.5,Low,11.2,Low,11.2,Low,0.27,2215.7
821,2005,Maharashtra,Jalna,Marathwada,Wheat,Rabi,652.4,-6.8,29.96,37.43,22.54,2.96,61.6,54.2,5.95,264.4,32.7,436.6,71.7,35,17,5,4763.0,4.2,Low,39.6,Medium,11.2,Low,17.7,Low,0.09,426.6
822,2025,Maharashtra,Parbhani,Marathwada,Soybean,Kharif,900.7,28.7,26.8,33.57,18.08,-0.2,46.9,47.0,7.6,257.3,30.2,196.4,10.7,8,27,5,3271.7,6.8,Low,6.0,Low,11.2,Low,7.6,Low,0.64,2093.0
