record_id,year,state,district,agro_climatic_region,crop,season,annual_rainfall_mm,rainfall_anomaly_pct,avg_temperature_c,max_temperature_c,min_temperature_c,temperature_anomaly_c,humidity_pct,soil_moisture_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,irrigation_pct,hot_days,consecutive_dry_days,heavy_rain_days,cultivated_area_ha,drought_risk_score,drought_risk,heat_risk_score,heat_risk,flood_risk_score,flood_risk,overall_climate_risk_score,overall_climate_risk,yield_tonnes_per_ha,production_tonnes,rainfall_requirement_ratio,rainfall_deficit_index,heat_stress_index,drought_stress_index,soil_fertility_index,irrigation_adequacy,extreme_weather_days,rainfall_soil_interaction,temperature_rainfall_interaction,growing_condition_score
1762,2007,Maharashtra,Gadchiroli,Vidarbha,Cotton,Kharif,866.6,-8.8,26.91,34.09,14.75,-0.09,51.4,42.1,6.93,265.4,16.7,372.0,29.2,17,19,9,2437.4,4.8,Low,12.8,Low,20.2,Low,11.3,Low,0.286,696.3,1.08325,0.17600000000000002,0.10928571428571429,0.32349523809523806,0.669125,0.6488888888888888,49.5,0.6080643333333334,0.00792,74.56015873015872
1763,2025,Maharashtra,Parbhani,Marathwada,Soybean,Kharif,567.6,-18.9,26.05,36.28,17.76,-0.95,42.9,37.9,5.97,341.9,27.3,275.2,14.8,24,42,5,4245.2,16.5,Low,25.0,Low,11.2,Low,18.0,Low,0.677,2873.6,0.7568,0.37799999999999995,0.3110357142857144,0.5211666666666666,0.6340375,0.37,73.5,0.3824362666666667,0.17955,61.46854761904762
1764,2021,Maharashtra,Satara,Western Maharashtra,Sugarcane,Annual,793.1,-0.9,26.73,34.88,19.5,1.23,70.0,44.9,6.56,236.0,37.5,230.0,70.5,3,29,7,8504.8,25.6,Low,2.2,Low,15.7,Low,15.4,Low,30.778,261762.3,0.5287333333333334,0.018000000000000002,0.019285714285714288,0.2604190476190476,0.6699999999999999,0.88125,42.5,0.31653502222222224,-0.01107,74.85460317460318
1765,2015,Maharashtra,Gadchiroli,Vidarbha,Sugarcane,Annual,499.8,-47.4,24.67,33.92,14.57,-2.33,59.7,30.7,7.39,80.0,16.1,242.1,87.8,9,42,3,1606.2,42.4,Medium,6.8,Low,6.8,Low,21.7,Low,10.166,16328.7,0.3332,0.948,0.05785714285714286,0.6716666666666666,0.4278,1.0975,55.5,0.13638986666666666,1.10442,64.76147619047619
1766,2006,Maharashtra,Raigad,Konkan,Cotton,Kharif,3383.2,35.3,26.33,37.85,19.27,-0.67,68.4,58.7,7.32,255.7,31.5,336.4,39.0,27,0,22,9048.4,0.0,Low,35.9,Medium,100.0,High,36.9,Medium,0.08,723.9,3.0,0.0,0.3695089285714287,0.11533333333333332,0.6705125,0.8666666666666667,60.0,2.3480000000000003,-0.23651,55.85428273809523
1767,2004,Maharashtra,Amravati,Vidarbha,Cotton,Kharif,1112.1,17.1,28.54,39.7,21.4,1.54,59.1,62.9,7.01,207.8,13.7,302.4,38.0,44,0,7,7482.3,0.0,Low,58.8,Medium,23.5,Low,25.3,Low,0.199,1491.9,1.3901249999999998,0.0,0.605982142857143,0.10233333333333333,0.5733250000000001,0.8444444444444444,54.5,1.1658514999999998,0.26334,69.53690674603176
1768,2024,Maharashtra,Hingoli,Marathwada,Sugarcane,Annual,629.9,-10.0,29.62,35.77,22.13,2.62,61.3,44.5,7.55,129.5,25.7,504.7,66.8,21,22,5,3750.5,31.4,Low,20.0,Low,11.2,Low,22.6,Low,40.003,150029.9,0.4199333333333333,0.2,0.135,0.29915238095238095,0.6156875,0.835,50.5,0.24916044444444443,-0.262,69.1876388888889
1769,2014,Maharashtra,Buldhana,Vidarbha,Wheat,Rabi,1078.9,13.6,30.61,40.26,27.64,3.61,60.4,57.1,5.77,300.0,29.1,80.0,70.6,57,0,9,9234.3,0.0,Low,71.7,High,59.4,Medium,38.5,Medium,0.08,738.7,2.1578000000000004,0.0,1.0,0.08906666666666668,0.49424999999999997,1.2836363636363635,70.5,1.6428050666666671,0.49095999999999995,50.81499999999999
1770,2019,Maharashtra,Ahmednagar,Western Maharashtra,Wheat,Rabi,845.8,5.7,25.21,33.75,16.25,-0.29,70.0,68.4,6.6,188.6,13.8,361.6,62.2,0,10,3,2619.9,2.5,Low,0.0,Low,22.6,Low,6.7,Low,0.645,1690.4,1.6916,0.0,0.2578125,0.10265714285714285,0.5926750000000001,1.1309090909090909,14.5,1.5427392000000002,-0.01653,74.69964583333334
1771,2023,Maharashtra,Aurangabad,Marathwada,Wheat,Rabi,637.1,-9.0,26.23,38.47,17.69,-0.77,59.1,41.2,6.46,307.0,33.8,223.3,58.5,40,13,6,11163.7,3.2,Low,49.1,Medium,13.5,Low,20.9,Low,0.769,8584.0,1.2742,0.18,0.8394553571428571,0.2728809523809524,0.680025,1.0636363636363637,62.0,0.6999605333333334,0.0693,67.42533630952381
1772,2009,Maharashtra,Washim,Vidarbha,Soybean,Kharif,1139.0,19.9,26.97,35.33,18.02,-0.03,61.1,54.1,6.46,126.3,30.4,254.2,40.1,18,0,7,4302.5,0.0,Low,15.3,Low,30.5,Low,12.7,Low,0.478,2055.8,1.5186666666666666,0.0,0.2071517857142856,0.12956666666666666,0.5655375,1.0025,28.5,1.0954648888888887,-0.00597,73.98569543650795
1773,2002,Maharashtra,Hingoli,Marathwada,Sugarcane,Annual,528.7,-24.5,26.74,34.5,19.27,-0.26,46.1,27.1,7.37,233.5,35.4,251.5,81.4,21,36,6,6833.8,42.4,Medium,15.7,Low,13.5,Low,26.4,Low,26.378,180262.0,0.3524666666666667,0.49,0.135,0.5040523809523809,0.6274375,1.0175,66.0,0.12735795555555557,0.0637,66.95819444444446
1774,2012,Maharashtra,Satara,Western Maharashtra,Wheat,Rabi,1029.6,28.7,25.11,35.05,19.5,-0.39,51.8,55.6,6.21,394.6,26.3,290.5,72.6,19,8,8,5032.8,2.0,Low,14.5,Low,52.2,Medium,18.7,Low,0.607,3055.4,2.0591999999999997,0.0,0.469330357142857,0.12635238095238094,0.699625,1.3199999999999998,39.0,1.5265535999999997,-0.11193,64.12587797619048
1775,2009,Maharashtra,Mumbai Suburban,Konkan,Maize,Kharif,1188.5,-52.5,28.01,37.93,18.09,1.01,84.2,69.1,8.2,255.6,37.1,326.4,39.2,24,0,6,5010.0,0.0,Low,34.1,Medium,31.9,Low,19.2,Low,1.188,5951.7,1.8284615384615384,1.0,0.42447321428571433,0.4304666666666667,0.58345,0.8711111111111112,33.0,1.6846225641025638,-0.53025,67.34309836691087
1776,2007,Maharashtra,Nagpur,Vidarbha,Soybean,Kharif,1208.9,27.3,27.95,38.85,17.73,0.95,46.9,56.5,6.84,287.4,34.4,186.8,15.3,35,8,5,3784.9,2.0,Low,47.4,Medium,31.2,Low,24.3,Low,0.464,1758.0,1.6118666666666668,0.0,0.5584375000000001,0.18065238095238095,0.690025,0.3825,50.5,1.214272888888889,0.25934999999999997,57.94282638888889
1777,2003,Maharashtra,Osmanabad,Marathwada,Soybean,Kharif,627.8,-10.3,27.79,36.15,20.89,0.79,62.1,44.2,6.9,245.4,44.4,413.3,15.0,23,26,8,765.3,7.3,Low,23.6,Low,18.0,Low,15.4,Low,0.658,503.6,0.8370666666666666,0.20600000000000002,0.29566964285714276,0.3711952380952381,0.819525,0.375,61.0,0.4933112888888889,-0.08137,68.52656646825398
1778,2023,Maharashtra,Akola,Vidarbha,Wheat,Rabi,861.2,-9.3,26.91,30.89,16.5,-0.09,65.3,65.2,8.47,209.3,39.1,336.6,60.0,0,14,7,11171.6,3.5,Low,0.0,Low,33.1,Low,9.8,Low,0.356,3982.6,1.7224000000000002,0.18600000000000003,0.06118750000000005,0.19776666666666667,0.5358624999999999,1.0909090909090908,24.5,1.4973397333333336,0.00837,75.14610416666666
1779,2013,Maharashtra,Nanded,Marathwada,Soybean,Kharif,671.0,-4.1,26.61,38.33,18.16,-0.39,39.7,44.2,8.02,215.6,22.3,413.5,45.6,40,28,5,7956.5,7.0,Low,48.3,Medium,11.2,Low,21.7,Low,0.698,5553.9,0.8946666666666667,0.08199999999999999,0.554830357142857,0.30576666666666663,0.5505,1.1400000000000001,75.5,0.527256888888889,0.01599,72.71865575396825
1780,2024,Maharashtra,Parbhani,Marathwada,Soybean,Kharif,626.3,-10.5,28.5,37.82,22.51,1.5,46.6,51.3,8.15,259.8,16.3,151.4,32.4,33,36,6,15477.1,10.0,Low,40.3,Medium,13.5,Low,20.9,Low,0.597,9234.0,0.8350666666666666,0.21,0.4747678571428572,0.37438571428571427,0.40082499999999993,0.8099999999999999,78.0,0.5711856,-0.1575,68.02609325396826
1781,2008,Maharashtra,Beed,Marathwada,Wheat,Rabi,742.7,6.1,27.06,32.73,16.44,0.06,57.8,60.3,7.44,367.7,8.6,164.1,56.5,0,17,6,2994.4,4.2,Low,0.0,Low,19.0,Low,6.5,Low,0.486,1454.4,1.4854,0.0,0.1876874999999998,0.16535714285714287,0.5248625,1.0272727272727273,26.0,1.1942616,0.00366,75.6719375
1782,2004,Maharashtra,Ahmednagar,Western Maharashtra,Rice,Kharif,699.8,-12.5,25.05,33.7,19.09,-0.45,51.7,37.8,6.92,401.6,19.6,584.1,49.5,8,29,3,3025.7,27.4,Low,6.0,Low,6.8,Low,15.2,Low,1.64,4961.4,0.5831666666666666,0.25,0.05142857142857143,0.38628571428571423,0.833,0.7615384615384615,41.5,0.29391599999999996,0.05625,74.25211843711845
1783,2009,Maharashtra,Washim,Vidarbha,Soybean,Kharif,1008.8,6.2,29.28,42.3,21.74,2.28,58.8,45.6,7.33,259.5,16.3,347.6,11.4,68,15,10,14313.2,3.8,Low,85.1,High,27.7,Low,36.6,Medium,0.42,6012.6,1.3450666666666666,0.0,1.0,0.25088571428571427,0.6012375,0.28500000000000003,98.0,0.8178005333333334,0.14135999999999999,49.13363888888889
1784,2007,Maharashtra,Satara,Western Maharashtra,Sugarcane,Annual,1091.9,36.5,25.28,28.59,18.86,-0.22,53.9,34.8,7.83,247.6,27.8,193.8,60.9,0,16,7,4257.7,8.5,Low,0.0,Low,15.7,Low,7.5,Low,22.621,96313.2,0.7279333333333334,0.0,0.0,0.24167142857142856,0.5119,0.76125,26.5,0.33776106666666667,-0.0803,70.20855555555556
1785,2022,Maharashtra,Amravati,Vidarbha,Rice,Kharif,1078.7,13.5,27.58,39.01,21.88,0.58,53.7,47.6,7.24,273.5,34.4,234.1,18.9,42,22,8,1783.6,6.8,Low,53.5,Medium,18.0,Low,25.0,Low,1.744,3110.7,0.8989166666666667,0.0,0.5456874999999999,0.26671904761904763,0.6549875,0.2907692307692307,76.0,0.5705124444444445,0.0783,61.73843322649573
1786,2025,Maharashtra,Ratnagiri,Konkan,Maize,Kharif,2290.7,-8.4,26.55,34.48,16.05,-0.45,81.4,61.7,6.21,263.6,22.3,281.7,11.1,10,0,15,2587.5,0.0,Low,7.5,Low,100.0,High,27.5,Low,0.08,207.0,3.0,0.168,0.09728571428571406,0.19203333333333333,0.59335,0.24666666666666665,32.5,2.4680000000000004,0.0378,46.79438095238096
1787,2024,Maharashtra,Gondia,Vidarbha,Sugarcane,Annual,1171.4,23.3,27.54,39.4,16.93,0.54,51.6,45.0,6.92,208.5,27.6,386.4,85.8,34,0,6,1553.9,0.9,Low,49.7,Medium,13.5,Low,20.1,Low,51.853,80574.9,0.7809333333333334,0.0,0.45232142857142854,0.11420000000000001,0.6965125,1.0725,43.0,0.46856000000000003,0.12582000000000002,75.49431746031746
1788,2003,Maharashtra,Kolhapur,Western Maharashtra,Wheat,Rabi,759.8,-5.0,26.77,37.68,17.44,1.27,63.8,55.0,6.83,272.0,28.8,390.1,48.0,26,15,6,1447.7,3.8,Low,34.3,Medium,20.7,Low,18.1,Low,0.517,748.2,1.5195999999999998,0.1,0.6951428571428572,0.21795238095238095,0.7553,0.8727272727272727,50.0,1.1143733333333332,-0.0635,68.14006926406927
1789,2022,Maharashtra,Raigad,Konkan,Wheat,Rabi,2392.2,-4.3,27.53,35.76,19.34,0.53,81.0,62.6,7.26,177.5,22.5,325.2,60.0,7,0,13,2797.4,0.0,Low,9.4,Low,100.0,High,28.1,Low,0.08,223.8,3.0,0.086,0.4409999999999999,0.11143333333333333,0.5785375,1.0909090909090908,26.5,2.504,-0.022789999999999998,56.64908333333334
1790,2009,Maharashtra,Parbhani,Marathwada,Soybean,Kharif,642.4,-8.2,27.75,37.35,22.29,0.75,62.2,36.0,7.12,153.8,18.0,492.8,25.2,30,32,5,2016.2,8.0,Low,35.4,Medium,11.2,Low,17.9,Low,0.64,1291.1,0.8565333333333333,0.16399999999999998,0.423169642857143,0.3993428571428571,0.642525,0.63,69.5,0.41113599999999995,-0.06149999999999999,66.31184424603174
1791,2008,Maharashtra,Amravati,Vidarbha,Cotton,Kharif,891.8,-6.1,27.55,33.98,20.46,0.55,68.7,43.7,7.98,320.8,30.3,152.2,48.2,7,22,3,2031.3,5.5,Low,5.2,Low,6.8,Low,5.7,Low,0.297,604.1,1.11475,0.122,0.045,0.2931190476190476,0.5306,1.0711111111111111,33.5,0.6495276666666666,-0.033549999999999996,79.67783333333334
1792,2023,Maharashtra,Nagpur,Vidarbha,Cotton,Kharif,926.2,-2.5,29.43,35.57,18.2,2.43,51.6,59.0,7.69,239.4,25.1,298.8,15.6,3,24,2,3392.0,6.0,Low,5.4,Low,4.5,Low,5.4,Low,0.177,599.6,1.15775,0.05,0.05847321428571431,0.2580904761904762,0.563275,0.3466666666666667,30.0,0.9107633333333335,-0.06075,70.42590178571427
1793,2015,Maharashtra,Ratnagiri,Konkan,Rice,Kharif,1957.4,-21.7,27.79,33.26,16.99,0.79,74.0,75.0,6.91,171.8,14.7,447.6,5.7,0,0,12,3578.7,0.0,Low,0.0,Low,41.1,Medium,10.3,Low,1.056,3778.0,1.6311666666666667,0.434,0.0,0.24619999999999997,0.640925,0.0876923076923077,18.0,1.6311666666666667,-0.17143,64.05290170940171
1794,2015,Maharashtra,Buldhana,Vidarbha,Soybean,Kharif,1311.9,38.1,29.08,36.94,20.97,2.08,70.6,63.0,5.48,213.4,43.5,351.2,28.3,31,15,8,5410.7,3.8,Low,33.9,Low,45.5,Medium,24.1,Low,0.326,1764.8,1.7492,0.0,0.4014107142857142,0.1759857142857143,0.6114750000000001,0.7075,58.0,1.469328,0.7924800000000001,64.67167261904764
1795,2005,Maharashtra,Ratnagiri,Konkan,Maize,Kharif,2912.0,16.5,27.78,34.53,16.97,0.78,87.0,57.0,7.23,191.9,26.2,399.8,39.8,3,0,19,6057.2,0.0,Low,2.2,Low,100.0,High,25.7,Low,0.08,484.6,3.0,0.0,0.05572321428571437,0.1202,0.6470874999999999,0.8844444444444444,31.5,2.28,0.1287,59.99479067460317
1796,2017,Maharashtra,Gondia,Vidarbha,Sugarcane,Annual,907.8,-4.4,28.03,38.71,21.24,1.03,61.6,40.9,8.02,256.9,33.9,384.2,52.4,37,26,5,738.9,19.5,Low,48.1,Medium,11.2,Low,26.9,Low,45.398,33544.3,0.6052,0.08800000000000001,0.424169642857143,0.30349523809523804,0.6196625,0.655,70.5,0.3300357333333333,-0.045320000000000006,63.45737202380952
1797,2002,Maharashtra,Nashik,Western Maharashtra,Wheat,Rabi,979.3,22.4,26.37,34.41,16.67,0.87,59.2,68.6,7.35,221.2,24.9,349.1,36.3,4,26,5,6751.8,6.5,Low,3.0,Low,40.4,Medium,13.8,Low,0.355,2399.9,1.9586,0.0,0.32890178571428547,0.19646190476190478,0.61855,0.6599999999999999,37.5,1.791466133333333,0.19488,62.95413988095239
1798,2009,Maharashtra,Nagpur,Vidarbha,Soybean,Kharif,1307.5,37.6,27.08,32.82,18.61,0.08,63.5,55.0,6.97,204.5,40.7,508.8,31.6,0,0,10,2320.3,0.0,Low,0.0,Low,49.6,Medium,12.4,Low,0.458,1063.4,1.7433333333333334,0.0,0.0,0.13506666666666667,0.8100625,0.79,15.0,1.2784444444444445,0.03008,74.27902777777778
1799,2025,Maharashtra,Satara,Western Maharashtra,Maize,Kharif,478.4,-40.2,27.27,39.33,17.71,1.77,54.8,38.4,8.07,371.4,27.5,346.5,33.1,35,32,4,13442.8,21.7,Low,50.1,Medium,9.0,Low,27.9,Low,1.839,24724.5,0.736,0.804,0.5914375,0.6074428571428571,0.6341249999999999,0.7355555555555556,73.0,0.376832,-0.7115400000000001,64.36204861111112
1800,2016,Maharashtra,Bhandara,Vidarbha,Soybean,Kharif,879.2,-7.4,26.34,38.47,19.98,-0.66,62.4,54.0,7.45,329.7,34.4,414.7,51.2,36,37,2,8116.8,9.2,Low,46.1,Medium,4.5,Low,20.2,Low,0.868,7042.6,1.1722666666666668,0.14800000000000002,0.5387410714285714,0.3291714285714286,0.7541625,1.28,76.0,0.8440320000000001,0.04884,78.53102281746031
1801,2012,Maharashtra,Mumbai Suburban,Konkan,Sugarcane,Annual,2671.8,6.9,27.31,37.17,16.37,0.31,75.8,61.6,8.57,239.5,22.0,126.7,90.2,39,0,18,10769.3,0.0,Low,41.2,Medium,76.7,High,32.8,Low,15.837,170556.7,1.7812000000000001,0.0,0.33115178571428583,0.054466666666666656,0.3517875,1.1275,66.0,1.4629589333333335,0.021390000000000003,65.47513988095238
1802,2016,Maharashtra,Pune,Western Maharashtra,Soybean,Kharif,645.0,-19.4,24.49,31.91,15.65,-1.01,48.8,36.8,6.03,220.2,28.3,479.7,38.7,1,39,7,4027.7,9.8,Low,0.8,Low,15.7,Low,8.3,Low,0.511,2057.5,0.86,0.38799999999999996,0.0064285714285714285,0.49157619047619044,0.672725,0.9675,50.5,0.42197333333333326,0.19593999999999998,80.18807142857143
1803,2011,Maharashtra,Ahmednagar,Western Maharashtra,Soybean,Kharif,968.8,21.1,24.85,36.07,16.94,-0.65,59.9,43.4,6.71,218.1,23.0,358.4,42.1,18,22,6,2209.9,5.5,Low,19.4,Low,15.8,Low,12.7,Low,0.506,1119.0,1.2917333333333332,0.0,0.2580267857142857,0.2575190476190476,0.6692625,1.0525,49.0,0.7474830222222221,-0.13715000000000002,76.22595932539684
1804,2007,Maharashtra,Pune,Western Maharashtra,Soybean,Kharif,852.9,6.6,26.37,35.55,17.53,0.87,46.2,54.6,5.83,310.0,41.1,292.8,0.0,10,27,5,3649.0,6.8,Low,10.5,Low,11.2,Low,9.1,Low,0.677,2471.5,1.1372,0.0,0.1708482142857141,0.2837142857142857,0.6744,0.0,44.5,0.8278816,0.05742,63.19861011904763
1805,2020,Maharashtra,Wardha,Vidarbha,Maize,Kharif,1142.5,20.3,27.88,39.97,20.07,0.88,76.5,62.3,6.45,270.9,12.0,242.2,33.0,41,0,10,1975.1,0.0,Low,58.1,Medium,37.5,Medium,28.5,Low,1.159,2289.4,1.7576923076923077,0.0,0.6740089285714286,0.10933333333333332,0.5566625000000001,0.7333333333333333,56.0,1.4600564102564102,0.17864000000000002,59.674910943223445
1806,2015,Maharashtra,Parbhani,Marathwada,Soybean,Kharif,768.6,9.8,27.15,34.89,18.86,0.15,59.5,56.0,5.2,290.2,33.3,199.2,11.3,26,17,7,2716.3,4.2,Low,19.5,Low,15.7,Low,12.2,Low,0.685,1860.4,1.0248,0.0,0.2283303571428572,0.2248904761904762,0.497475,0.28250000000000003,53.5,0.765184,0.0147,66.69454464285714
1807,2002,Maharashtra,Parbhani,Marathwada,Rice,Kharif,462.3,-34.0,26.58,36.04,19.93,-0.42,58.5,28.8,6.32,221.7,18.5,272.7,26.7,28,44,4,2791.9,44.2,Medium,26.7,Low,9.0,Low,29.6,Low,0.804,2243.7,0.38525000000000004,0.68,0.25149999999999995,0.6538714285714285,0.5574125000000001,0.4107692307692308,78.0,0.14793600000000004,0.14279999999999998,53.02530128205129
1808,2011,Maharashtra,Raigad,Konkan,Soybean,Kharif,1850.3,-26.0,28.44,37.9,21.26,1.44,69.8,65.3,7.0,276.6,42.1,182.0,51.2,41,0,9,9254.8,0.0,Low,46.7,Medium,87.2,High,37.2,Medium,0.08,740.4,2.4670666666666667,0.52,0.5316964285714285,0.26313333333333333,0.699375,1.28,54.5,2.1479927111111112,-0.37439999999999996,58.9742757936508
1809,2024,Maharashtra,Buldhana,Vidarbha,Cotton,Kharif,843.9,-11.2,28.36,36.99,22.2,1.36,54.5,58.7,6.75,237.3,13.4,265.7,44.5,10,15,6,5074.5,3.8,Low,18.4,Low,13.5,Low,11.0,Low,0.235,1190.6,1.054875,0.22399999999999998,0.20109821428571442,0.25251904761904753,0.5919125000000001,0.9888888888888889,34.0,0.8256155000000001,-0.15231999999999998,83.33830456349207
1810,2009,Maharashtra,Chandrapur,Vidarbha,Wheat,Rabi,852.6,-10.2,29.7,38.16,22.81,2.7,67.9,72.2,7.69,235.7,30.6,336.0,35.6,21,11,8,58032.1,2.8,Low,33.1,Low,34.5,Medium,20.7,Low,0.08,4642.6,1.7052,0.204,0.6959999999999998,0.1922761904761905,0.6070625,0.6472727272727273,44.0,1.6415392000000002,-0.2754,62.14670454545455
1811,2017,Maharashtra,Parbhani,Marathwada,Rice,Kharif,625.6,-10.6,28.87,38.49,21.54,1.87,54.9,36.1,6.19,149.0,28.6,334.7,28.5,39,24,5,670.3,29.9,Low,48.4,Medium,11.2,Low,31.3,Low,0.815,546.2,0.5213333333333333,0.212,0.4906517857142859,0.3782238095238095,0.5772250000000001,0.43846153846153846,70.5,0.2509351111111111,-0.19821999999999998,54.60284287240537
1812,2009,Maharashtra,Raigad,Konkan,Wheat,Rabi,3077.3,23.1,25.92,35.49,16.58,-1.08,74.5,69.4,6.47,278.7,25.9,369.8,59.6,13,0,22,4506.4,0.0,Low,12.4,Low,100.0,High,29.1,Low,0.08,360.5,3.0,0.0,0.4610089285714287,0.05906666666666664,0.6973374999999999,1.0836363636363637,46.0,2.7760000000000002,-0.24948000000000004,60.53828273809524
1813,2010,Maharashtra,Gadchiroli,Vidarbha,Cotton,Kharif,724.2,-23.8,28.02,37.64,18.52,1.02,46.8,42.0,7.47,256.0,40.2,499.3,52.8,35,23,6,10424.6,5.8,Low,40.8,Medium,13.5,Low,19.2,Low,0.284,2959.2,0.9052500000000001,0.47600000000000003,0.4065000000000001,0.42237142857142856,0.7769,1.1733333333333333,67.0,0.5069400000000001,-0.24276,79.06133333333332
1814,2019,Maharashtra,Aurangabad,Marathwada,Wheat,Rabi,614.1,-12.3,26.63,37.41,16.18,-0.37,52.6,43.9,7.52,222.2,38.9,331.0,16.1,29,25,3,2555.9,6.2,Low,35.0,Medium,6.8,Low,15.9,Low,0.562,1437.3,1.2282,0.24600000000000002,0.6958660714285712,0.3808095238095238,0.658875,0.2927272727272728,58.5,0.7189064,0.04551,56.49738771645022
1815,2003,Maharashtra,Bhandara,Vidarbha,Rice,Kharif,819.6,-13.7,26.6,38.36,19.85,-0.4,60.3,38.2,7.45,262.9,37.2,412.5,12.6,34,18,3,4521.4,18.7,Low,44.0,Medium,6.8,Low,24.1,Low,1.47,6648.0,0.683,0.27399999999999997,0.44957142857142857,0.3831095238095238,0.7253125,0.19384615384615383,56.5,0.3478746666666667,0.0548,56.542934981684986
1816,2001,Maharashtra,Jalna,Marathwada,Maize,Kharif,641.3,-8.4,29.66,36.02,23.21,2.66,58.5,48.3,6.89,271.6,36.8,414.5,55.1,21,38,2,1296.2,9.5,Low,21.4,Low,4.5,Low,12.2,Low,1.333,1727.7,0.9866153846153846,0.168,0.2738750000000002,0.35555714285714285,0.79975,1.2244444444444444,62.0,0.6353803076923076,-0.22344,84.54379807692307
1817,2011,Maharashtra,Gadchiroli,Vidarbha,Soybean,Kharif,840.8,-11.5,26.97,36.53,19.76,-0.03,51.4,49.7,6.48,273.3,35.9,405.3,44.9,20,26,5,16416.2,6.5,Low,23.4,Low,11.2,Low,13.3,Low,0.582,9556.2,1.1210666666666667,0.23,0.30250892857142864,0.33136190476190475,0.7629625000000001,1.1225,53.5,0.7428935111111111,0.00345,81.95717162698413
1818,2008,Maharashtra,Kolhapur,Western Maharashtra,Soybean,Kharif,623.4,-22.1,25.27,34.11,15.52,-0.23,57.1,38.7,6.85,302.1,29.6,420.4,11.4,6,38,2,1278.7,10.7,Low,4.5,Low,4.5,Low,7.1,Low,0.6,767.5,0.8311999999999999,0.442,0.046133928571428534,0.5271571428571429,0.7907625000000001,0.28500000000000003,47.0,0.4288992,0.05083,68.32990773809524
1819,2025,Maharashtra,Pune,Western Maharashtra,Cotton,Kharif,772.8,-3.4,23.91,30.51,17.93,-1.59,56.8,42.8,6.86,468.5,45.2,391.5,42.0,0,34,6,3281.6,8.5,Low,0.0,Low,13.5,Low,6.9,Low,0.275,903.7,0.966,0.068,0.0,0.33484761904761906,0.9142499999999999,0.9333333333333333,43.0,0.551264,0.05406,87.79833333333333
1820,2016,Maharashtra,Palghar,Konkan,Rice,Kharif,2306.2,-7.8,28.77,39.99,17.9,1.77,80.5,53.5,7.97,205.5,29.7,335.0,45.3,32,0,16,4890.1,0.0,Low,51.4,Medium,64.8,Medium,33.2,Low,0.875,4279.3,1.9218333333333333,0.156,0.5487767857142859,0.18096666666666664,0.5481875,0.6969230769230769,56.0,1.3709077777777778,-0.13806,55.57333753052504
1821,2001,Maharashtra,Osmanabad,Marathwada,Rice,Kharif,552.5,-21.1,27.28,37.46,21.61,0.28,58.7,26.3,7.91,196.7,31.7,209.9,27.9,42,38,5,2934.9,40.7,Medium,45.0,Medium,11.2,Low,34.8,Medium,0.889,2608.3,0.46041666666666664,0.42200000000000004,0.4391250000000001,0.5449904761904762,0.49763749999999995,0.4292307692307692,87.5,0.16145277777777778,-0.059080000000000014,49.970768162393156
1822,2005,Maharashtra,Parbhani,Marathwada,Maize,Kharif,695.5,-0.6,25.19,35.41,17.42,-1.81,50.2,44.3,7.28,256.0,37.0,297.6,10.6,18,20,6,5749.9,5.0,Low,15.8,Low,13.5,Low,10.7,Low,1.69,9716.8,1.07,0.012,0.2126517857142855,0.28164761904761904,0.6838,0.23555555555555555,47.0,0.6320133333333333,0.010860000000000002,65.8440009920635
1823,2012,Maharashtra,Nashik,Western Maharashtra,Cotton,Kharif,790.7,-1.2,24.57,35.26,17.28,-0.93,64.2,58.7,5.73,320.2,20.3,352.2,40.5,4,37,6,16986.6,9.2,Low,4.4,Low,13.5,Low,8.7,Low,0.196,3330.0,0.988375,0.024,0.04358928571428558,0.2808047619047619,0.5939750000000001,0.9,50.0,0.7735681666666667,0.011160000000000002,84.68524404761907
1824,2015,Maharashtra,Nashik,Western Maharashtra,Rice,Kharif,1091.5,36.4,25.81,37.33,17.01,0.31,68.4,45.9,7.43,199.4,31.4,250.7,27.4,35,8,5,5466.6,2.7,Low,39.1,Medium,11.2,Low,16.8,Low,1.577,8621.7,0.9095833333333333,0.0,0.3851874999999999,0.20388571428571428,0.578225,0.42153846153846153,50.5,0.556665,0.11284,64.9505122863248
1825,2014,Maharashtra,Yavatmal,Vidarbha,Sugarcane,Annual,565.7,-40.5,28.28,37.08,18.81,1.28,45.4,27.7,6.51,80.0,24.5,240.1,96.1,25,40,4,2256.1,41.1,Medium,30.2,Low,9.0,Low,29.5,Low,30.097,67900.9,0.3771333333333334,0.81,0.23496428571428563,0.6164952380952381,0.5063,1.20125,71.0,0.13928791111111113,-0.5184000000000001,63.60709126984126
1826,2011,Maharashtra,Jalgaon,Khandesh,Soybean,Kharif,632.8,-12.1,26.1,33.56,21.1,-1.4,66.0,37.3,6.11,299.9,15.0,365.1,33.0,0,29,8,4324.6,7.7,Low,0.0,Low,18.0,Low,7.7,Low,0.702,3034.3,0.8437333333333332,0.242,0.0,0.4016523809523809,0.6087375,0.825,41.0,0.41961671111111104,0.16939999999999997,76.01697222222222
